Date,Description,Payee,Reference,Amount,Type,Status,Category Code,Category Name,Reconciled
2024-08-16,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,800.00,Credit,PENDING,,,No
2024-08-15,POS Purchase Big Save Mabopane 485442*038212 Aug,POS Purchase Big Save Mabopane 485442*038212 Aug,,1468.76,Debit,PENDING,,,No
2024-08-15,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,800.00,Credit,PENDING,,,No
2024-08-15,Bank charges,ATM Cash 00877436 485442*0382,,1025.00,Debit,PENDING,,,No
2024-08-14,Fuel Purchase Engen Winterveldt S 485442*038212 Aug,Fuel Purchase Engen Winterveldt S 485442*038212 Aug,,303.42,Debit,PENDING,,,No
2024-08-14,POS Purchase Cme Chicken Wholesa 485442*038212 Aug,POS Purchase Cme Chicken Wholesa 485442*038212 Aug,,273.68,Debit,PENDING,,,No
2024-08-12,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,700.00,Credit,PENDING,,,No
2024-08-10,Bank charges,ADT Cash Deposit 02014004 Boago Masilo,,916.40,Credit,PENDING,,,No
2024-08-06,#Service Fees#Int Pymt Fee-199.99 Appl,#Service Fees#Int Pymt Fee-199.99 Appl,,4.00,Debit,PENDING,,,No
2024-08-06,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,800.00,Credit,PENDING,,,No
2024-08-06,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,1100.00,Credit,PENDING,,,No
2024-08-05,Payshap Credit Leano,Payshap Credit Leano,,800.00,Credit,PENDING,,,No
2024-08-05,Int-Banking Pmt Frm Princess Dinah,Int-Banking Pmt Frm Princess Dinah,,1320.00,Credit,PENDING,,,No
2024-08-05,Bank charges,ADT Cash Deposit 09052001 Phetogo Mbezi,,866.40,Credit,PENDING,,,No
2024-08-05,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6805.00,Debit,PENDING,,,No
2024-08-03,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Aug,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Aug,,203.67,Debit,PENDING,,,No
2024-08-03,Magtape Credit Capitec Hlulani Ndhlovu,Magtape Credit Capitec Hlulani Ndhlovu,,800.00,Credit,PENDING,,,No
2024-08-02,POS Purchase Afrihost Com 3 400568*988801 Aug,POS Purchase Afrihost Com 3 400568*988801 Aug,,52.68,Debit,PENDING,,,No
2024-08-01,Magtape Credit Capitec Naledi Seitshokelo,Magtape Credit Capitec Naledi Seitshokelo,,800.00,Credit,PENDING,,,No
2024-08-01,#Service Fees#Int Pymt Fee-Dlocal*Mic,#Service Fees#Int Pymt Fee-Dlocal*Mic,,2.18,Debit,PENDING,,,No
2024-08-01,Magtape Debit D6 Group_295115634_D6 Group,Magtape Debit D6 Group_295115634_D6 Group,,828.50,Debit,PENDING,,,No
2024-07-31,Card Cashback Cashb Shoprite Morul 745520*9110,Card Cashback Cashb Shoprite Morul 745520*9110,,51.50,Debit,PENDING,,,No
2024-07-31,Card Purchase With Cashback Shoprite Morula 485442*038229 Jul,Card Purchase With Cashback Shoprite Morula 485442*038229 Jul,,235.85,Debit,PENDING,,,No
2024-07-31,Magtape Credit Investecpbcrche,Magtape Credit Investecpbcrche,,800.00,Credit,PENDING,,,No
2024-07-30,Scheduled Payment To Helen Moema Salary Elleelephant Salary,Scheduled Payment To Helen Moema Salary Elleelephant Salary,,2500.00,Debit,PENDING,,,No
2024-07-30,Scheduled Payment To Odirile Salary Elle Elephant Salary,Scheduled Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2024-07-29,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,800.00,Credit,PENDING,,,No
2024-07-29,Payshap Credit LGumbu,Payshap Credit Lgumbu,,900.00,Credit,PENDING,,,No
2024-07-29,Magtape Credit Capitec TPelo,Magtape Credit Capitec TPelo,,800.00,Credit,PENDING,,,No
2024-07-29,POS Purchase Ccn*Star Supermark 4 485442*038226 Jul,POS Purchase Ccn*Star Supermark 4 485442*038226 Jul,,590.00,Debit,PENDING,,,No
2024-07-29,Payshap Credit SPhadise,Payshap Credit SPhadise,,800.00,Credit,PENDING,,,No
2024-07-26,Rtc Credit Warona Khoza 6 Fc 09 A5213,Rtc Credit Warona Khoza 6 Fc 09 A5213,,350.00,Credit,PENDING,,,No
2024-07-26,Bank charges,ADT Cash Deposit 01052002 Tshegofatso,,826.40,Credit,PENDING,,,No
2024-07-25,Payshap Credit Thatego Mphela,Payshap Credit Thatego Mphela,,1250.00,Credit,PENDING,,,No
2024-07-25,POS Purchase Shoprite Mabopane S 485442*038223 Jul,POS Purchase Shoprite Mabopane S 485442*038223 Jul,,416.78,Debit,PENDING,,,No
2024-07-25,POS Purchase Dlocal*Microsoft M 400568*988824 Jul,POS Purchase Dlocal*Microsoft M 400568*988824 Jul,,109.00,Debit,PENDING,,,No
2024-07-25,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,800.00,Credit,PENDING,,,No
2024-07-24,Bank charges,ADT Cash Deposit 00686115 Kgomotso Mashabela,,815.10,Credit,PENDING,,,No
2024-07-24,Scheduled Payment To School Transport Direeditswe Ndlovu,Scheduled Payment To School Transport Direeditswe Ndlovu,,480.00,Debit,PENDING,,,No
2024-07-24,Bank charges,ADT Cash Deposit 09741002 M0 Ne 0 Siwa,,815.10,Credit,PENDING,,,No
2024-07-23,POS Purchase Rain 400568*988820 Jul,POS Purchase Rain 400568*988820 Jul,,795.00,Debit,PENDING,,,No
2024-07-22,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,800.00,Credit,PENDING,,,No
2024-07-19,POS Purchase Big Save Mabopane 485442*038216 Jul,POS Purchase Big Save Mabopane 485442*038216 Jul,,1168.62,Debit,PENDING,,,No
2024-07-19,Card POSCash Cshmr Big Save Mabop 74922134199038936498,Card POSCash Cshmr Big Save Mabop 74922134199038936498,,100.00,Debit,PENDING,,,No
2024-07-18,Fuel Purchase Engen Winterveldt S 485442*038216 Jul,Fuel Purchase Engen Winterveldt S 485442*038216 Jul,,300.00,Debit,PENDING,,,No
2024-07-17,#Cash Deposit Fee,#Cash Deposit Fee,,84.20,Credit,PENDING,,,No
2024-07-17,#Service Fees,#Service Fees,,7.36,Debit,PENDING,,,No
2024-07-17,#Service Fees#Int Pymt Fee-199.99 Appl,#Service Fees#Int Pymt Fee-199.99 Appl,,4.00,Debit,PENDING,,,No
2024-07-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-07-15,Magtape Credit Mphoentle Mthimunye,Magtape Credit Mphoentle Mthimunye,,350.00,Credit,PENDING,,,No
2024-07-15,Bank charges,ADT Cash Deposit 01171008 Minentle Masuku,,815.10,Credit,PENDING,,,No
2024-07-15,POS Purchase Ebie'SFruiterer 485442*038212 Jul,POS Purchase Ebie'SFruiterer 485442*038212 Jul,,268.68,Debit,PENDING,,,No
2024-07-15,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,800.00,Credit,PENDING,,,No
2024-07-12,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,1000.00,Credit,PENDING,,,No
2024-07-10,Bank charges,ADT Cash Deposit 00686113 0068611348544221,,1422.90,Credit,PENDING,,,No
2024-07-08,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,800.00,Credit,PENDING,,,No
2024-07-08,Payshap Credit LChauke,Payshap Credit LChauke,,800.00,Credit,PENDING,,,No
2024-07-06,Magtape Credit Capitec TMogotlane,Magtape Credit Capitec TMogotlane,,900.00,Credit,PENDING,,,No
2024-07-06,Magtape Credit Capitec Sethu Skhosana,Magtape Credit Capitec Sethu Skhosana,,1000.00,Credit,PENDING,,,No
2024-07-06,Payshap Credit Leano,Payshap Credit Leano,,800.00,Credit,PENDING,,,No
2024-07-05,Payshap Credit Naledi Seitshokelo,Payshap Credit Naledi Seitshokelo,,800.00,Credit,PENDING,,,No
2024-07-05,Bank charges,ADT Cash Deposit 09052002 Phetogo Mbezi,,866.40,Credit,PENDING,,,No
2024-07-04,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,800.00,Credit,PENDING,,,No
2024-07-04,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,800.00,Credit,PENDING,,,No
2024-07-03,Magtape Credit Capitec Hlulani Ndhlovu,Magtape Credit Capitec Hlulani Ndhlovu,,800.00,Credit,PENDING,,,No
2024-07-03,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6800.00,Debit,PENDING,,,No
2024-07-02,POS Purchase Afrihost Com 3 400568*988801 Jul,POS Purchase Afrihost Com 3 400568*988801 Jul,,52.68,Debit,PENDING,,,No
2024-07-02,Bank charges,ADT Cash Deposit 00685114 Mini,,815.10,Credit,PENDING,,,No
2024-07-02,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Jul,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Jul,,199.99,Debit,PENDING,,,No
2024-07-02,Payshap Credit LGumbu,Payshap Credit Lgumbu,,900.00,Credit,PENDING,,,No
2024-07-01,Magtape Credit Capitec TPelo,Magtape Credit Capitec TPelo,,800.00,Credit,PENDING,,,No
2024-07-01,Magtape Debit D6 Group_293925145_D6 Group,Magtape Debit D6 Group_293925145_D6 Group,,822.83,Debit,PENDING,,,No
2024-07-01,Scheduled Payment To Helen Moema Salary Elleelephant Salary,Scheduled Payment To Helen Moema Salary Elleelephant Salary,,2500.00,Debit,PENDING,,,No
2024-07-01,Scheduled Payment To Odirile Salary Elle Elephant Salary,Scheduled Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2024-07-01,Magtape Credit Investecpbcrche,Magtape Credit Investecpbcrche,,800.00,Credit,PENDING,,,No
2024-06-27,POS Purchase Dlocal*Microsoft X 400568*988826 Jun,POS Purchase Dlocal*Microsoft X 400568*988826 Jun,,224.99,Debit,PENDING,,,No
2024-06-25,Magtape Credit Capitec KRamatlhatse,Magtape Credit Capitec KRamatlhatse,,810.00,Credit,PENDING,,,No
2024-06-25,POS Purchase Dlocal*Microsoft M 400568*988824 Jun,POS Purchase Dlocal*Microsoft M 400568*988824 Jun,,109.00,Debit,PENDING,,,No
2024-06-25,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,800.00,Credit,PENDING,,,No
2024-06-25,Payshap Credit Thatego Mphela,Payshap Credit Thatego Mphela,,800.00,Credit,PENDING,,,No
2024-06-24,Scheduled Payment To School Transport Direeditswe Ndlovu,Scheduled Payment To School Transport Direeditswe Ndlovu,,480.00,Debit,PENDING,,,No
2024-06-22,POS Purchase Rain 400568*988820 Jun,POS Purchase Rain 400568*988820 Jun,,795.00,Debit,PENDING,,,No
2024-06-22,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,800.00,Credit,PENDING,,,No
2024-06-21,Bank charges,ADT Cash Deposit 00686115 Kgomotso Mashabela,,814.70,Credit,PENDING,,,No
2024-06-20,FNB App Payment To Accountant SARSRet Think M8,FNB App Payment To Accountant SARSRet Think M8,,1412.00,Debit,PENDING,,,No
2024-06-20,Payshap Credit LGumbu,Payshap Credit Lgumbu,,900.00,Credit,PENDING,,,No
2024-06-15,#Cash Deposit Fee,#Cash Deposit Fee,,91.95,Credit,PENDING,,,No
2024-06-15,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-06-15,#Service Fees,#Service Fees,,8.00,Debit,PENDING,,,No
2024-06-14,Rtc Credit TPelo(Books) Dc 6 Dceffc 2,Rtc Credit TPelo(Books) Dc 6 Dceffc 2,,150.00,Credit,PENDING,,,No
2024-06-14,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,800.00,Credit,PENDING,,,No
2024-06-11,Payshap Credit Peloentle Pelo,Payshap Credit Peloentle Pelo,,50.00,Credit,PENDING,,,No
2024-06-10,Bank charges,ADT Cash Deposit 00460004 Boago Masilo,,915.95,Credit,PENDING,,,No
2024-06-08,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,1000.00,Credit,PENDING,,,No
2024-06-07,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,800.00,Credit,PENDING,,,No
2024-06-06,POS Purchase Big Save Mabopane 485442*038203 Jun,POS Purchase Big Save Mabopane 485442*038203 Jun,,1880.03,Debit,PENDING,,,No
2024-06-06,Bank charges,ADT Cash Deposit 09052001 Phetogo Mbezi,,915.95,Credit,PENDING,,,No
2024-06-05,FNB App Rtc Pmt To School Transport Direeditswe Ndlovu,FNB App Rtc Pmt To School Transport Direeditswe Ndlovu,,488.00,Debit,PENDING,,,No
2024-06-04,Refund Chq Card Purchase Cr Vc 50.31 Apple.Com/Bill 4854422143430382,Refund Chq Card Purchase Cr Vc 50.31 Apple.Com/Bill 4854422143430382,,50.31,Credit,PENDING,,,No
2024-06-04,POS Purchase Afrihost Com 3 400568*988803 Jun,POS Purchase Afrihost Com 3 400568*988803 Jun,,45.73,Debit,PENDING,,,No
2024-06-04,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Jun,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Jun,,199.99,Debit,PENDING,,,No
2024-06-04,Bank charges,ADT Cash Deposit 01154005 Leano,,814.70,Credit,PENDING,,,No
2024-06-03,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,850.00,Credit,PENDING,,,No
2024-06-03,Magtape Credit Capitec Hlulani Ndhlovu,Magtape Credit Capitec Hlulani Ndhlovu,,800.00,Credit,PENDING,,,No
2024-06-03,Bank charges,ADT Cash Deposit 00689003 Oabile Matlakala,,814.70,Credit,PENDING,,,No
2024-06-03,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,800.00,Credit,PENDING,,,No
2024-06-01,Payshap Credit Naledi Seitshokelo,Payshap Credit Naledi Seitshokelo,,800.00,Credit,PENDING,,,No
2024-06-01,Magtape Debit D6 Group_292780814_D6 Group,Magtape Debit D6 Group_292780814_D6 Group,,3280.35,Debit,PENDING,,,No
2024-05-31,ADT Cash Deposit 09741002 Minentle Masuku,ADT Cash Deposit 09741002 Minentle Masuku,,865.95,Credit,PENDING,,,No
2024-05-30,FNB App Payment To Helen Moema Salary Elleelephant Salary,FNB App Payment To Helen Moema Salary Elleelephant Salary,,2500.00,Debit,PENDING,,,No
2024-05-30,Magtape Credit Capitec SPhadise,Magtape Credit Capitec SPhadise,,800.00,Credit,PENDING,,,No
2024-05-30,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6800.00,Debit,PENDING,,,No
2024-05-30,FNB App Payment To Odirile Salary Elle Elephant Salary,FNB App Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2024-05-30,Magtape Credit Capitec TMogotlane,Magtape Credit Capitec TMogotlane,,900.00,Credit,PENDING,,,No
2024-05-28,POS Purchase 59.99 Apple.Com/Bil 485442*038227 May,POS Purchase 59.99 Apple.Com/Bil 485442*038227 May,,59.99,Debit,PENDING,,,No
2024-05-28,Magtape Credit Capitec TPelo,Magtape Credit Capitec TPelo,,800.00,Credit,PENDING,,,No
2024-05-28,Magtape Credit Capitec LGumbu,Magtape Credit Capitec LGumbu,,1150.00,Credit,PENDING,,,No
2024-05-27,Magtape Credit Capitec KRamatlhatse,Magtape Credit Capitec KRamatlhatse,,800.00,Credit,PENDING,,,No
2024-05-25,POS Purchase Dlocal*Microsoft S 400568*988824 May,POS Purchase Dlocal*Microsoft S 400568*988824 May,,109.00,Debit,PENDING,,,No
2024-05-25,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,800.00,Credit,PENDING,,,No
2024-05-24,Payshap Credit Ntando Mthimunye,Payshap Credit Ntando Mthimunye,,800.00,Credit,PENDING,,,No
2024-05-24,Payshap Credit Thatego Mphela,Payshap Credit Thatego Mphela,,800.00,Credit,PENDING,,,No
2024-05-22,POS Purchase Rain 400568*988820 May,POS Purchase Rain 400568*988820 May,,739.00,Debit,PENDING,,,No
2024-05-22,Bank charges,ADT Cash Deposit 00686112 Kgomotso Mashabela,,814.70,Credit,PENDING,,,No
2024-05-21,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,800.00,Credit,PENDING,,,No
2024-05-17,#Cash Deposit Fee,#Cash Deposit Fee,,73.50,Credit,PENDING,,,No
2024-05-17,#Service Fees,#Service Fees,,35.52,Debit,PENDING,,,No
2024-05-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-05-16,POS Purchase Leomi Fashions 485442*038214 May,POS Purchase Leomi Fashions 485442*038214 May,,1003.68,Debit,PENDING,,,No
2024-05-16,Magtape Credit Capitec Hlulani Ndhlovu,Magtape Credit Capitec Hlulani Ndhlovu,,350.00,Credit,PENDING,,,No
2024-05-14,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,350.00,Credit,PENDING,,,No
2024-05-13,POS Purchase Big Save Mabopane 485442*038209 May,POS Purchase Big Save Mabopane 485442*038209 May,,1891.76,Debit,PENDING,,,No
2024-05-13,Payshap Credit SSkhosana,Payshap Credit Sskhosana,,900.00,Credit,PENDING,,,No
2024-05-11,Fuel Purchase Engen Winterveldt S 485442*038209 May,Fuel Purchase Engen Winterveldt S 485442*038209 May,,406.25,Debit,PENDING,,,No
2024-05-09,Rtc Credit TPelo Daa 059 C5 D1,Rtc Credit TPelo Daa 059 C5 D1,,200.00,Credit,PENDING,,,No
2024-05-09,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,350.00,Credit,PENDING,,,No
2024-05-08,Send Money App Dr Send 27761882772,Send Money App Dr Send 27761882772,,104.40,Debit,PENDING,,,No
2024-05-08,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,800.00,Credit,PENDING,,,No
2024-05-07,Magtape Credit Capitec Phetogo Mbezi,Magtape Credit Capitec Phetogo Mbezi,,830.00,Credit,PENDING,,,No
2024-05-07,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,800.00,Credit,PENDING,,,No
2024-05-07,Bank charges,ADT Cash Deposit 02119107 Boago Masilo,,814.70,Credit,PENDING,,,No
2024-05-06,POS Purchase Dnh*Godaddy.Com ZAR 400568*988804 May,POS Purchase Dnh*Godaddy.Com ZAR 400568*988804 May,,310.73,Debit,PENDING,,,No
2024-05-06,Payshap Credit TPelo,Payshap Credit TPelo,,800.00,Credit,PENDING,,,No
2024-05-04,Magtape Credit Capitec TSambo,Magtape Credit Capitec TSambo,,900.00,Credit,PENDING,,,No
2024-05-03,POS Purchase Afrihost Com 3 400568*988801 May,POS Purchase Afrihost Com 3 400568*988801 May,,52.68,Debit,PENDING,,,No
2024-05-03,FNB App Payment To School Transport Direeditswe Ndlovu,FNB App Payment To School Transport Direeditswe Ndlovu,,485.75,Debit,PENDING,,,No
2024-05-02,Magtape Debit D6 Group_290919938_D6 Group,Magtape Debit D6 Group_290919938_D6 Group,,3280.35,Debit,PENDING,,,No
2024-05-02,Magtape Credit Capitec Naledi Seitshokelo,Magtape Credit Capitec Naledi Seitshokelo,,800.00,Credit,PENDING,,,No
2024-05-02,Magtape Credit Capitec Kefentse Motsepe,Magtape Credit Capitec Kefentse Motsepe,,800.00,Credit,PENDING,,,No
2024-05-02,Bank charges,ADT Cash Deposit 00585003 Oabile,,814.70,Credit,PENDING,,,No
2024-05-02,Magtape Credit Capitec Hlulani Ndhlovu,Magtape Credit Capitec Hlulani Ndhlovu,,800.00,Credit,PENDING,,,No
2024-05-02,POS Purchase Leomi Fashions 485442*038230 Apr,POS Purchase Leomi Fashions 485442*038230 Apr,,1300.00,Debit,PENDING,,,No
2024-04-30,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6800.00,Debit,PENDING,,,No
2024-04-30,Magtape Credit Capitec TMogotlane,Magtape Credit Capitec TMogotlane,,900.00,Credit,PENDING,,,No
2024-04-30,Rtc Credit Leano D62 Dd 586 B3,Rtc Credit Leano D62 Dd 586 B3,,800.00,Credit,PENDING,,,No
2024-04-30,Rtc Credit LGumbu A3 Cdb 042 C8,Rtc Credit LGumbu A3 Cdb 042 C8,,900.00,Credit,PENDING,,,No
2024-04-30,Bank charges,ADT Cash Deposit 09741002 Minentle Masuku,,814.70,Credit,PENDING,,,No
2024-04-29,Rtc Credit BMakwela E245 C01472,Rtc Credit BMakwela E245 C01472,,900.00,Credit,PENDING,,,No
2024-04-29,FNB App Payment To Odirile Salary Elle Elephant Salary,FNB App Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2024-04-29,FNB App Payment To Helen Moema Salary Elleelephant Salary,FNB App Payment To Helen Moema Salary Elleelephant Salary,,2500.00,Debit,PENDING,,,No
2024-04-29,Rtc Credit OMasilo 54 E8 E81 CC2,Rtc Credit OMasilo 54 E8 E81 CC2,,350.00,Credit,PENDING,,,No
2024-04-29,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,800.00,Credit,PENDING,,,No
2024-04-29,POS Purchase 59.99 Apple.Com/Bil 485442*038227 Apr,POS Purchase 59.99 Apple.Com/Bil 485442*038227 Apr,,59.99,Debit,PENDING,,,No
2024-04-26,Card Purchase With Cashback Shoprite Morula 485442*038224 Apr,Card Purchase With Cashback Shoprite Morula 485442*038224 Apr,,41.97,Debit,PENDING,,,No
2024-04-26,Card Cashback Cashb Shoprite Morul 745520*4092,Card Cashback Cashb Shoprite Morul 745520*4092,,1000.00,Debit,PENDING,,,No
2024-04-25,Rtc Credit Thatego Mphela C1 Ec 35 A245,Rtc Credit Thatego Mphela C1 Ec 35 A245,,800.00,Credit,PENDING,,,No
2024-04-25,Bank charges,ADT Cash Deposit 01052005 Segofatso,,814.70,Credit,PENDING,,,No
2024-04-23,POS Purchase Takealo*T 400568*988821 Apr,POS Purchase Takealo*T 400568*988821 Apr,,1034.00,Debit,PENDING,,,No
2024-04-22,Card POSCash Cshmr Big Save Mabop 74922134110038046738,Card POSCash Cshmr Big Save Mabop 74922134110038046738,,100.00,Debit,PENDING,,,No
2024-04-22,POS Purchase Big Save Mabopane 485442*038218 Apr,POS Purchase Big Save Mabopane 485442*038218 Apr,,389.00,Debit,PENDING,,,No
2024-04-20,Send Money App Dr Send 27761882772,Send Money App Dr Send 27761882772,,104.40,Debit,PENDING,,,No
2024-04-20,Magtape Credit Capitec Ntando Mthimunye Uni,Magtape Credit Capitec Ntando Mthimunye Uni,,1210.00,Credit,PENDING,,,No
2024-04-20,POS Purchase Leomi Fashions 485442*038218 Apr,POS Purchase Leomi Fashions 485442*038218 Apr,,1000.00,Debit,PENDING,,,No
2024-04-20,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,800.00,Credit,PENDING,,,No
2024-04-20,Bank charges,ADT Cash Deposit 00686110 Kgomotso Mashabela,,814.70,Credit,PENDING,,,No
2024-04-17,#Service Fees,#Service Fees,,41.84,Debit,PENDING,,,No
2024-04-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-04-17,#Cash Deposit Fee,#Cash Deposit Fee,,209.45,Credit,PENDING,,,No
2024-04-16,POS Purchase Takealo*T 400568*988815 Apr,POS Purchase Takealo*T 400568*988815 Apr,,3390.68,Debit,PENDING,,,No
2024-04-16,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,800.00,Credit,PENDING,,,No
2024-04-15,POS Purchase West Pack Lifestyle 400568*988813 Apr,POS Purchase West Pack Lifestyle 400568*988813 Apr,,1152.38,Debit,PENDING,,,No
2024-04-13,Card Purchase With Cashback Shoprite Mabopane S 485442*038211 Apr,Card Purchase With Cashback Shoprite Mabopane S 485442*038211 Apr,,479.27,Debit,PENDING,,,No
2024-04-13,Card Cashback Cashb Shoprite Mabop 745520*1165,Card Cashback Cashb Shoprite Mabop 745520*1165,,100.00,Debit,PENDING,,,No
2024-04-12,POS Purchase Big Save Mabopane 485442*038209 Apr,POS Purchase Big Save Mabopane 485442*038209 Apr,,1986.99,Debit,PENDING,,,No
2024-04-12,Card POSCash Cshmr Big Save Mabop 74922134101037956543,Card POSCash Cshmr Big Save Mabop 74922134101037956543,,300.00,Debit,PENDING,,,No
2024-04-08,Bank charges,ADT Cash Deposit 01171008 Boago Masilo,,814.70,Credit,PENDING,,,No
2024-04-08,Magtape Credit Phathu'Sbooks And Uniform,Magtape Credit Phathu'Sbooks And Uniform,,1210.00,Credit,PENDING,,,No
2024-04-08,Magtape Credit Capitec TNkutha,Magtape Credit Capitec TNkutha,,800.00,Credit,PENDING,,,No
2024-04-06,POS Purchase Ccn*Star Supermark 4 485442*038204 Apr,POS Purchase Ccn*Star Supermark 4 485442*038204 Apr,,550.00,Debit,PENDING,,,No
2024-04-06,Rtc Credit Leano 20 C913 E443,Rtc Credit Leano 20 C913 E443,,800.00,Credit,PENDING,,,No
2024-04-05,Bank charges,ADT Cash Deposit 09052001 Elle,,1260.95,Credit,PENDING,,,No
2024-04-05,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,800.00,Credit,PENDING,,,No
2024-04-04,POS Purchase Fiverreu 400568*988803 Apr,POS Purchase Fiverreu 400568*988803 Apr,,272.25,Debit,PENDING,,,No
2024-04-03,Magtape Credit Capitec Naledi Seitshokelo,Magtape Credit Capitec Naledi Seitshokelo,,800.00,Credit,PENDING,,,No
2024-04-03,POS Purchase Afrihost Com 3 400568*988801 Apr,POS Purchase Afrihost Com 3 400568*988801 Apr,,49.00,Debit,PENDING,,,No
2024-04-03,Rtc Credit Hlulani Ndhlovu 8 D1 B41 A0 D3,Rtc Credit Hlulani Ndhlovu 8 D1 B41 A0 D3,,800.00,Credit,PENDING,,,No
2024-04-03,Rtc Credit Oabile Matlakala 18 Bo 075526,Rtc Credit Oabile Matlakala 18 Bo 075526,,800.00,Credit,PENDING,,,No
2024-04-03,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,800.00,Credit,PENDING,,,No
2024-04-02,FNB App Payment To School Transport Direeditswe Ndlovu,FNB App Payment To School Transport Direeditswe Ndlovu,,450.00,Debit,PENDING,,,No
2024-04-02,Rtc Credit TPelo 06857 E9973,Rtc Credit TPelo 06857 E9973,,800.00,Credit,PENDING,,,No
2024-04-02,Rtc Credit SSkhosana 1 C63848 Fb 5,Rtc Credit SSkhosana 1 C63848 Fb 5,,900.00,Credit,PENDING,,,No
2024-04-02,Magtape Debit D6 Group_289744520_D6 Group,Magtape Debit D6 Group_289744520_D6 Group,,3280.35,Debit,PENDING,,,No
2024-03-30,Bank charges,ADT Cash Deposit 09741002 Minientle,,814.70,Credit,PENDING,,,No
2024-03-30,Magtape Credit Capitec KMMogotlane,Magtape Credit Capitec KMMogotlane,,900.00,Credit,PENDING,,,No
2024-03-28,Send Money App Dr Send 27761882772,Send Money App Dr Send 27761882772,,1230.80,Debit,PENDING,,,No
2024-03-28,Rtc Credit LGumbu 610 Dbeb 930,Rtc Credit LGumbu 610 Dbeb 930,,900.00,Credit,PENDING,,,No
2024-03-28,FNB App Payment To Reverse Fridge,FNB App Payment To Reverse Fridge,,10000.00,Debit,PENDING,,,No
